USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE
52a23654-9dc3-11eb-a364-acde48001122,6552345461607367172,1618477588,click
52a25256-9dc3-11eb-a364-acde48001122,6552345461607367172,1618471520,click
52a27344-9dc3-11eb-a364-acde48001122,6552345461607367172,1618467917,click
52a23c3a-9dc3-11eb-a364-acde48001122,6552345461607367172,1618458689,click
52a2414e-9dc3-11eb-a364-acde48001122,6552345461607367172,1618459588,click
52a2b930-9dc3-11eb-a364-acde48001122,6552345461607367172,1618464329,click
52a23654-9dc3-11eb-a364-acde48001122,6552332581256299016,1618472565,click
52a25d46-9dc3-11eb-a364-acde48001122,6552332581256299016,1618463159,click
52a28078-9dc3-11eb-a364-acde48001122,6552332581256299016,1618471715,click
52a2f79c-9dc3-11eb-a364-acde48001122,6552332581256299016,1618462849,click
52a30a84-9dc3-11eb-a364-acde48001122,6552332581256299016,1618454653,click
52a3cd5c-9dc3-11eb-a364-acde48001122,6552332581256299016,1618459188,click
52a23654-9dc3-11eb-a364-acde48001122,6552130363123040771,1618467016,click
52a2cbf0-9dc3-11eb-a364-acde48001122,6552130363123040771,1618462713,click
52a2d82a-9dc3-11eb-a364-acde48001122,6552130363123040771,1618457987,click
52a2dfa0-9dc3-11eb-a364-acde48001122,6552130363123040771,1618457613,click
52a2e414-9dc3-11eb-a364-acde48001122,6552130363123040771,1618478490,click
52a31ff6-9dc3-11eb-a364-acde48001122,6552130363123040771,1618457815,click
52a32988-9dc3-11eb-a364-acde48001122,6552130363123040771,1618471430,click
52a38ae0-9dc3-11eb-a364-acde48001122,6552130363123040771,1618468925,click
52a2a6fc-9dc3-11eb-a364-acde48001122,6552130363123040771,1618471458,click
52a40c7c-9dc3-11eb-a364-acde48001122,6552130363123040771,1618468419,click
52a23654-9dc3-11eb-a364-acde48001122,6475484594673025293,1618462187,click
52a2d668-9dc3-11eb-a364-acde48001122,6475484594673025293,1618467088,click
52a2d9ec-9dc3-11eb-a364-acde48001122,6475484594673025293,1618471195,click
52a30016-9dc3-11eb-a364-acde48001122,6475484594673025293,1618464114,click
52a382fc-9dc3-11eb-a364-acde48001122,6475484594673025293,1618472383,click
52a238fc-9dc3-11eb-a364-acde48001122,6552277802022863374,1618468013,click
52a248f6-9dc3-11eb-a364-acde48001122,6552277802022863374,1618473093,click
52a29fb8-9dc3-11eb-a364-acde48001122,6552277802022863374,1618460381,click
52a3be70-9dc3-11eb-a364-acde48001122,6552277802022863374,1618465570,click
52a291bc-9dc3-11eb-a364-acde48001122,6552277802022863374,1618475813,click
52a29892-9dc3-11eb-a364-acde48001122,6552277802022863374,1618462156,click
52a3a250-9dc3-11eb-a364-acde48001122,6552277802022863374,1618458282,click
52a238fc-9dc3-11eb-a364-acde48001122,6553127862163997192,1618470333,click
52a31240-9dc3-11eb-a364-acde48001122,6553127862163997192,1618459294,click
52a34b70-9dc3-11eb-a364-acde48001122,6553127862163997192,1618461654,click
52a39896-9dc3-11eb-a364-acde48001122,6553127862163997192,1618468085,click
52a3d2ca-9dc3-11eb-a364-acde48001122,6553127862163997192,1618458241,click
52a269a8-9dc3-11eb-a364-acde48001122,6553127862163997192,1618467634,click
52a27c18-9dc3-11eb-a364-acde48001122,6553127862163997192,1618468943,click
52a28d70-9dc3-11eb-a364-acde48001122,6553127862163997192,1618462949,click
52a36100-9dc3-11eb-a364-acde48001122,6553127862163997192,1618462402,click
52a37118-9dc3-11eb-a364-acde48001122,6553127862163997192,1618475140,click
52a3aab6-9dc3-11eb-a364-acde48001122,6553127862163997192,1618463884,click
52a3c866-9dc3-11eb-a364-acde48001122,6553127862163997192,1618471367,click
52a238fc-9dc3-11eb-a364-acde48001122,6553017364521157127,1618461331,click
52a27e48-9dc3-11eb-a364-acde48001122,6553017364521157127,1618478430,click
52a2f0bc-9dc3-11eb-a364-acde48001122,6553017364521157127,1618467179,click
52a3dd7e-9dc3-11eb-a364-acde48001122,6553017364521157127,1618471750,click
52a2dc26-9dc3-11eb-a364-acde48001122,6553017364521157127,1618470583,click
52a238fc-9dc3-11eb-a364-acde48001122,6552429618819760643,1618461649,click
52a2996e-9dc3-11eb-a364-acde48001122,6552429618819760643,1618462873,click
52a313e4-9dc3-11eb-a364-acde48001122,6552429618819760643,1618475956,click
52a336bc-9dc3-11eb-a364-acde48001122,6552429618819760643,1618466497,click
52a244f0-9dc3-11eb-a364-acde48001122,6552429618819760643,1618464179,click
52a2b142-9dc3-11eb-a364-acde48001122,6552429618819760643,1618464988,click
52a3663c-9dc3-11eb-a364-acde48001122,6552429618819760643,1618459544,click
52a3d6bc-9dc3-11eb-a364-acde48001122,6552429618819760643,1618467687,click
52a3dcb6-9dc3-11eb-a364-acde48001122,6552429618819760643,1618464273,click
52a24248-9dc3-11eb-a364-acde48001122,6552429618819760643,1618463755,click
52a2cc68-9dc3-11eb-a364-acde48001122,6552429618819760643,1618463754,click
52a33f04-9dc3-11eb-a364-acde48001122,6552429618819760643,1618462350,click
52a238fc-9dc3-11eb-a364-acde48001122,6552468946551833102,1618465470,click
52a3df18-9dc3-11eb-a364-acde48001122,6552468946551833102,1618465053,click
52a374ba-9dc3-11eb-a364-acde48001122,6552468946551833102,1618462907,click
52a3bd9e-9dc3-11eb-a364-acde48001122,6552468946551833102,1618461111,click
52a238fc-9dc3-11eb-a364-acde48001122,6552330831065514503,1618468328,click
52a38c98-9dc3-11eb-a364-acde48001122,6552330831065514503,1618473186,click
52a3d91e-9dc3-11eb-a364-acde48001122,6552330831065514503,1618478065,click
52a40812-9dc3-11eb-a364-acde48001122,6552330831065514503,1618463559,click
52a3663c-9dc3-11eb-a364-acde48001122,6552330831065514503,1618459007,click
52a26782-9dc3-11eb-a364-acde48001122,6552330831065514503,1618468910,click
52a36eb6-9dc3-11eb-a364-acde48001122,6552330831065514503,1618469370,click
52a29072-9dc3-11eb-a364-acde48001122,6552330831065514503,1618478818,click
52a3217c-9dc3-11eb-a364-acde48001122,6552330831065514503,1618472449,click
52a32dd4-9dc3-11eb-a364-acde48001122,6552330831065514503,1618459440,click
