USER_ID,ITEM_ID,TIMESTAMP
52a27344-9dc3-11eb-a364-acde48001122,6552345461607367172,1618467917
52a2b930-9dc3-11eb-a364-acde48001122,6552345461607367172,1618464329
52a25d46-9dc3-11eb-a364-acde48001122,6552332581256299016,1618463159
52a30a84-9dc3-11eb-a364-acde48001122,6552332581256299016,1618454653
52a3cd5c-9dc3-11eb-a364-acde48001122,6552332581256299016,1618459188
52a2e414-9dc3-11eb-a364-acde48001122,6552130363123040771,1618478490
52a32988-9dc3-11eb-a364-acde48001122,6552130363123040771,1618471430
52a2a6fc-9dc3-11eb-a364-acde48001122,6552130363123040771,1618471458
52a23654-9dc3-11eb-a364-acde48001122,6475484594673025293,1618462187
52a382fc-9dc3-11eb-a364-acde48001122,6475484594673025293,1618472383
52a248f6-9dc3-11eb-a364-acde48001122,6552277802022863374,1618473093
52a291bc-9dc3-11eb-a364-acde48001122,6552277802022863374,1618475813
52a238fc-9dc3-11eb-a364-acde48001122,6553127862163997192,1618470333
52a3d2ca-9dc3-11eb-a364-acde48001122,6553127862163997192,1618458241
52a36100-9dc3-11eb-a364-acde48001122,6553127862163997192,1618462402
52a3aab6-9dc3-11eb-a364-acde48001122,6553127862163997192,1618463884
52a336bc-9dc3-11eb-a364-acde48001122,6552429618819760643,1618466497
52a3df18-9dc3-11eb-a364-acde48001122,6552468946551833102,1618465053
52a238fc-9dc3-11eb-a364-acde48001122,6552330831065514503,1618468328
52a40812-9dc3-11eb-a364-acde48001122,6552330831065514503,1618463559
52a3663c-9dc3-11eb-a364-acde48001122,6552330831065514503,1618459007
52a36eb6-9dc3-11eb-a364-acde48001122,6552330831065514503,1618469370
52a3217c-9dc3-11eb-a364-acde48001122,6552330831065514503,1618472449
52a32dd4-9dc3-11eb-a364-acde48001122,6552330831065514503,1618459440
52a2acce-9dc3-11eb-a364-acde48001122,6552711683511419406,1618474701
52a3942c-9dc3-11eb-a364-acde48001122,6552005238608364046,1618468033
52a268cc-9dc3-11eb-a364-acde48001122,6552005238608364046,1618469316
52a33752-9dc3-11eb-a364-acde48001122,6475463563375804686,1618464274
52a3a64c-9dc3-11eb-a364-acde48001122,6475463563375804686,1618469632
52a3fe1c-9dc3-11eb-a364-acde48001122,6475463563375804686,1618474095
52a36506-9dc3-11eb-a364-acde48001122,6475463563375804686,1618469316
52a405ec-9dc3-11eb-a364-acde48001122,6529052343923638792,1618458832
52a29d6a-9dc3-11eb-a364-acde48001122,6529052343923638792,1618459498
52a3b196-9dc3-11eb-a364-acde48001122,6529052343923638792,1618467800
52a239c4-9dc3-11eb-a364-acde48001122,6552411965111665156,1618463114
52a39c42-9dc3-11eb-a364-acde48001122,6552411965111665156,1618476852
52a239c4-9dc3-11eb-a364-acde48001122,6503824853412348174,1618466124
52a2779a-9dc3-11eb-a364-acde48001122,6503824853412348174,1618467338
52a27100-9dc3-11eb-a364-acde48001122,6553053201069769223,1618473217
52a39e4a-9dc3-11eb-a364-acde48001122,6553053201069769223,1618455595
52a3ee0e-9dc3-11eb-a364-acde48001122,6553053201069769223,1618459283
52a25508-9dc3-11eb-a364-acde48001122,6521960096736477700,1618457697
52a3cf00-9dc3-11eb-a364-acde48001122,6551962724396433928,1618478332
52a31588-9dc3-11eb-a364-acde48001122,6551962724396433928,1618469188
52a238fc-9dc3-11eb-a364-acde48001122,6552410777486098952,1618475346
52a357aa-9dc3-11eb-a364-acde48001122,6552410777486098952,1618461147
52a3dde2-9dc3-11eb-a364-acde48001122,6552410777486098952,1618470630
52a239c4-9dc3-11eb-a364-acde48001122,6552388108204114435,1618464412
52a2a6fc-9dc3-11eb-a364-acde48001122,6552388108204114435,1618460550
52a34274-9dc3-11eb-a364-acde48001122,6552388108204114435,1618471555
52a3cf64-9dc3-11eb-a364-acde48001122,6552388108204114435,1618464961
52a3a520-9dc3-11eb-a364-acde48001122,6552388108204114435,1618472461
52a24cb6-9dc3-11eb-a364-acde48001122,6552397522113921549,1618465159
52a264e4-9dc3-11eb-a364-acde48001122,6552397522113921549,1618470272
52a3226c-9dc3-11eb-a364-acde48001122,6552397522113921549,1618472514
52a32410-9dc3-11eb-a364-acde48001122,6552324356733665799,1618465403
52a3c14a-9dc3-11eb-a364-acde48001122,6553798502034440717,1618472360
52a29b9e-9dc3-11eb-a364-acde48001122,6553798502034440717,1618470367
52a23a5a-9dc3-11eb-a364-acde48001122,6470669782923346189,1618471260
52a2cd44-9dc3-11eb-a364-acde48001122,6470669782923346189,1618458880
52a2fcc4-9dc3-11eb-a364-acde48001122,6470669782923346189,1618475916
52a3f12e-9dc3-11eb-a364-acde48001122,6470669782923346189,1618466348
52a3bc72-9dc3-11eb-a364-acde48001122,6517500868164583688,1618464782
52a23adc-9dc3-11eb-a364-acde48001122,6552487380748599811,1618457593
52a2d21c-9dc3-11eb-a364-acde48001122,6552487380748599811,1618463008
52a2952c-9dc3-11eb-a364-acde48001122,6552366699222401540,1618472341
52a3520a-9dc3-11eb-a364-acde48001122,6552366699222401540,1618464412
52a23adc-9dc3-11eb-a364-acde48001122,6552291867231257096,1618459175
52a31c90-9dc3-11eb-a364-acde48001122,6552291867231257096,1618468088
52a411f4-9dc3-11eb-a364-acde48001122,6552291867231257096,1618462019
52a3ae62-9dc3-11eb-a364-acde48001122,6552291867231257096,1618459059
52a3e6e8-9dc3-11eb-a364-acde48001122,6552385780533166600,1618464101
52a2b930-9dc3-11eb-a364-acde48001122,6552476767188156941,1618475266
52a30d5e-9dc3-11eb-a364-acde48001122,6552476767188156941,1618473625
52a2d514-9dc3-11eb-a364-acde48001122,6552476767188156941,1618473274
52a34dfa-9dc3-11eb-a364-acde48001122,6552476767188156941,1618456657
52a39896-9dc3-11eb-a364-acde48001122,6552330332434072071,1618460669
52a2dc94-9dc3-11eb-a364-acde48001122,6552472662419964429,1618478617
52a25576-9dc3-11eb-a364-acde48001122,6552472662419964429,1618458116
52a25c6a-9dc3-11eb-a364-acde48001122,6552472662419964429,1618470221
52a2bf7a-9dc3-11eb-a364-acde48001122,6552472662419964429,1618472902
52a343e6-9dc3-11eb-a364-acde48001122,6552230424737743374,1618468842
52a3291a-9dc3-11eb-a364-acde48001122,6552230424737743374,1618462060
52a32e4c-9dc3-11eb-a364-acde48001122,6552230424737743374,1618461864
52a263fe-9dc3-11eb-a364-acde48001122,6552296537622315534,1618469077
52a33892-9dc3-11eb-a364-acde48001122,6552145153698562567,1618471096
52a3fc1e-9dc3-11eb-a364-acde48001122,6552145153698562567,1618470389
52a2e1da-9dc3-11eb-a364-acde48001122,6552145153698562567,1618460653
52a3b132-9dc3-11eb-a364-acde48001122,6552145153698562567,1618474729
52a33752-9dc3-11eb-a364-acde48001122,6552482153345581581,1618476045
52a38734-9dc3-11eb-a364-acde48001122,6552734557261529608,1618467304
52a27498-9dc3-11eb-a364-acde48001122,6552734557261529608,1618460921
52a3274e-9dc3-11eb-a364-acde48001122,6552734557261529608,1618468362
52a31722-9dc3-11eb-a364-acde48001122,6552486786759655943,1618470091
52a32988-9dc3-11eb-a364-acde48001122,6552486786759655943,1618458528
52a23bc2-9dc3-11eb-a364-acde48001122,6552401643407671811,1618465746
52a32d02-9dc3-11eb-a364-acde48001122,6552401643407671811,1618465375
52a3570a-9dc3-11eb-a364-acde48001122,6552401643407671811,1618478431
52a3d0a4-9dc3-11eb-a364-acde48001122,6552401643407671811,1618471230
52a2914e-9dc3-11eb-a364-acde48001122,6552080356982391309,1618473965
52a2c7ea-9dc3-11eb-a364-acde48001122,6552080356982391309,1618467003
52a2c696-9dc3-11eb-a364-acde48001122,6552080356982391309,1618458061
52a37d0c-9dc3-11eb-a364-acde48001122,6552080356982391309,1618459130
52a32ec4-9dc3-11eb-a364-acde48001122,6548683234513781256,1618473417
52a3b8da-9dc3-11eb-a364-acde48001122,6548683234513781256,1618455736
52a2b930-9dc3-11eb-a364-acde48001122,6552454646168814087,1618461136
52a3e56c-9dc3-11eb-a364-acde48001122,6552295381332394499,1618473348
52a244f0-9dc3-11eb-a364-acde48001122,6552295381332394499,1618470541
52a2f3be-9dc3-11eb-a364-acde48001122,6552295381332394499,1618468591
52a23bc2-9dc3-11eb-a364-acde48001122,6552455580714271239,1618458096
52a3609c-9dc3-11eb-a364-acde48001122,6552455580714271239,1618459010
52a40a10-9dc3-11eb-a364-acde48001122,6552455580714271239,1618472867
52a23b54-9dc3-11eb-a364-acde48001122,6552455580714271239,1618460982
52a3683a-9dc3-11eb-a364-acde48001122,6552455580714271239,1618465419
52a3f386-9dc3-11eb-a364-acde48001122,6552455580714271239,1618458605
52a3fe1c-9dc3-11eb-a364-acde48001122,6552455580714271239,1618457155
52a40b46-9dc3-11eb-a364-acde48001122,6552258492902670852,1618468557
52a31998-9dc3-11eb-a364-acde48001122,6552258492902670852,1618471750
52a32ec4-9dc3-11eb-a364-acde48001122,6552258492902670852,1618475072
52a3629a-9dc3-11eb-a364-acde48001122,6552258492902670852,1618474259
52a23bc2-9dc3-11eb-a364-acde48001122,6552392654368277006,1618466938
52a3af8e-9dc3-11eb-a364-acde48001122,6552392654368277006,1618468434
52a24bc6-9dc3-11eb-a364-acde48001122,6552392654368277006,1618462466
52a26b6a-9dc3-11eb-a364-acde48001122,6552376429634388484,1618469859
52a2f0bc-9dc3-11eb-a364-acde48001122,6552376429634388484,1618459937
52a332d4-9dc3-11eb-a364-acde48001122,6552376429634388484,1618464406
52a3b132-9dc3-11eb-a364-acde48001122,6552375579440579085,1618461534
52a26552-9dc3-11eb-a364-acde48001122,6552375579440579085,1618470640
52a3a64c-9dc3-11eb-a364-acde48001122,6552230236056977927,1618461437
52a2d74e-9dc3-11eb-a364-acde48001122,6552230236056977927,1618469053
52a23c3a-9dc3-11eb-a364-acde48001122,6551143270947226126,1618465784
52a369e8-9dc3-11eb-a364-acde48001122,6551143270947226126,1618478004
52a29b30-9dc3-11eb-a364-acde48001122,6551143270947226126,1618477233
52a40006-9dc3-11eb-a364-acde48001122,6552325099528126989,1618477613
52a27c90-9dc3-11eb-a364-acde48001122,6552325099528126989,1618463915
52a3b204-9dc3-11eb-a364-acde48001122,6552325099528126989,1618455563
52a28a00-9dc3-11eb-a364-acde48001122,6552383115606622733,1618471172
